condition,seed,n_tasks,total_samples,mae_frequency,max_abs_frequency_error,spearman_intended_realized
base,0,25,250112,0.0002461762772285476,0.0006700306889421,1.0
base,1,25,250112,0.00025083487139581506,0.0007899086581851,1.0
base,2,25,250112,0.0002534031228835518,0.0006699623941114,1.0
base,3,25,250112,0.00028986273448753855,0.001131573830177,1.0
base,4,25,250112,0.0002499756994440593,0.0007195252889002,0.9992307692307693
batch_large,0,25,250368,0.0002499942502387898,0.0009611184587651,1.0
batch_large,1,25,250368,0.000208329778048458,0.0008053477532436,1.0
batch_large,2,25,250368,0.0002628277215273199,0.000650877715282,0.9992307692307693
batch_large,3,25,250368,0.00023269980914791054,0.0010026882356381,1.0
batch_large,4,25,250368,0.000279951696573786,0.0016470423285559,1.0
batch_small,0,25,250112,0.00029225019546693715,0.0013337333501498,0.9992307692307693
batch_small,1,25,250112,0.0002238424419840823,0.0008409146413636,1.0
batch_small,2,25,250112,0.00026194707272641463,0.0009582793197417,1.0
batch_small,3,25,250112,0.00026988190820004346,0.0006991938834443,1.0
batch_small,4,25,250112,0.0002428052941201364,0.0006219838884819,1.0
lr_high,0,25,250112,0.0002461762772285476,0.0006700306889421,1.0
lr_high,1,25,250112,0.00025083487139581506,0.0007899086581851,1.0
lr_high,2,25,250112,0.0002534031228835518,0.0006699623941114,1.0
lr_high,3,25,250112,0.00028986273448753855,0.001131573830177,1.0
lr_high,4,25,250112,0.0002499756994440593,0.0007195252889002,0.9992307692307693
lr_low,0,25,250112,0.0002461762772285476,0.0006700306889421,1.0
lr_low,1,25,250112,0.00025083487139581506,0.0007899086581851,1.0
lr_low,2,25,250112,0.0002534031228835518,0.0006699623941114,1.0
lr_low,3,25,250112,0.00028986273448753855,0.001131573830177,1.0
lr_low,4,25,250112,0.0002499756994440593,0.0007195252889002,0.9992307692307693
wd_zero,0,25,250112,0.0002461762772285476,0.0006700306889421,1.0
wd_zero,1,25,250112,0.00025083487139581506,0.0007899086581851,1.0
wd_zero,2,25,250112,0.0002534031228835518,0.0006699623941114,1.0
wd_zero,3,25,250112,0.00028986273448753855,0.001131573830177,1.0
wd_zero,4,25,250112,0.0002499756994440593,0.0007195252889002,0.9992307692307693
